Datetime,tweet,Location ,tokens,cluster,topic_name,tweetStop,Polarity,Classification,hospital_name,Latitude,Longitude
2023-03-29 11:11:52+00:00,"If you dey drink garri for your house...Be grateful to God. I pray you don't experience Luth, Lasuth or FMC...Good health is underated ðŸ’¯","8.6753Â° N, 9.0810Â° E, 200km","['dey', 'drink', 'garri', 'house', 'grateful', 'god', 'pray', 'experience', 'luth', 'lasuth', 'fmc', 'good', 'health', 'underated']",3,General health concerns and issues,"dey drink garri house...grateful god. pray 'experience luth, lasuth fmc...good health underated ðŸ’¯",0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2023-03-16 20:52:55+00:00,@Mochievous We are actually plenty in this boat. Telling how equipped and functional LUTH was at that time. God Abeg â˜¹ï¸,"8.6753Â° N, 9.0810Â° E, 200km","['actually', 'plenty', 'boat', 'tell', 'equip', 'functional', 'luth', 'time', 'god', 'abeg']",2,Hospital bed space and patient capacity,@mochievous actually plenty boat. telling equipped functional luth time. god abeg â˜¹ï¸,0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2023-03-16 19:06:56+00:00,I think the government of Lagos state has completely forgotten about LUTH hospital. People keep dying there everyday and nothing is done. Itâ€™s so heartbreaking ðŸ’”,"8.6753Â° N, 9.0810Â° E, 200km","['think', 'government', 'lagos', 'state', 'completely', 'forget', 'luth', 'hospital', 'people', 'die', 'everyday', 'heartbreaking']",1,Medical professionals and patient outcomes,think government lagos state completely forgotten luth hospital. people keep dying everyday nothing done. â€™heartbreaking ðŸ’”,-0.05,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2023-03-16 12:39:57+00:00,"@iamprincegive @PeterObi @jidesanwoolu @GRVlagos @Morris_Monye 2 years ago I experienced the same thing at LUTH, Lost my DAD. We waited for close to 30minutes before a nurse came to ask questions.They were disorganised, when they found out it was an emergency case they still insisted that there was no space after wasting our time.","8.6753Â° N, 9.0810Â° E, 200km","['years', 'ago', 'experience', 'thing', 'luth', 'lose', 'dad', 'wait', 'close', 'minutes', 'nurse', 'come', 'ask', 'question', 'disorganise', 'emergency', 'case', 'insist', 'space', 'waste', 'time']",2,Hospital bed space and patient capacity,"@iamprincegive @peterobi @jidesanwoolu @grvlagos @morris_monye 2 years ago experienced thing luth, lost dad. waited close 30minutes nurse came ask questions.disorganised, found emergency case still insisted space wasting time.",0.8,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2023-03-09 14:21:54+00:00,""" He built Lagos, he built Lagos"" yen yen yen, where is the hospital ? Accident victims laid outside LUTH, No adequate facilities. lubbish Lasuth is a very good place but ward space shortage is the real issue!","8.6753Â° N, 9.0810Â° E, 200km","['build', 'lagos', 'build', 'lagos', 'yen', 'yen', 'yen', 'hospital', 'accident', 'victims', 'lay', 'outside', 'luth', 'adequate', 'facilities', 'lubbish', 'lasuth', 'good', 'place', 'ward', 'space', 'shortage', 'real', 'issue']",2,Hospital bed space and patient capacity,""" built lagos, built lagos"" yen yen yen, hospital ? accident victims laid outside luth, adequate facilities. lubbish lasuth good place ward space shortage real issue!",0.32083333333333,Dissatisfied,lasuth,6.5896612,3.3421976
2023-01-24 18:03:38+00:00,"@batnubu @atolubee @Marvy_olu Go to LUTH now and see the state of the hospital, you will wish your family or enemy never go there","8.6753Â° N, 9.0810Â° E, 200km","['luth', 'state', 'hospital', 'wish', 'family', 'enemy']",0,Hospital facilities and services,"@batnubu @atolubee @marvy_olu go luth see state hospital, wish family enemy never go ",0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2022-11-12 21:37:05+00:00,Bruhhh ear pain.  When I was 10 I ended up leaving cotton bud in my ear for 3 days. Infection and 3 trips to LUTH gave me 1 week I'd never forget in my life.  That's when I started hating hospitals and nurses.,"8.6753Â° N, 9.0810Â° E, 200km","['bruhhh', 'ear', 'pain', 'end', 'leave', 'cotton', 'bud', 'ear', 'days', 'infection', 'trip', 'luth', 'give', 'week', 'forget', 'life', 'start', 'hat', 'hospitals', 'nurse']",9,High mortality rates due to inadequate healthcare services,bruhhh ear pain. 10 ended leaving cotton bud ear 3 days. infection 3 trips luth gave 1 week 'never forget life. 'started hating hospitals nurses.,0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2022-10-18 09:52:01+00:00,I remember when my mum rushed my dad to LUTH back in â€˜99. She even forgot to wear shoes in her haste. She got there and the nurses said they couldnâ€™t attend to my dad without his hospital card. He died right there. Itâ€™s been 23 years and the healthcare industry hasnâ€™t changed.,"8.6753Â° N, 9.0810Â° E, 200km","['remember', 'mum', 'rush', 'dad', 'luth', 'forget', 'wear', 'shoe', 'haste', 'get', 'nurse', 'say', 'couldn', 'attend', 'dad', 'hospital', 'card', 'die', 'right', 'years', 'healthcare', 'industry', 'hasn', 'change']",1,Medical professionals and patient outcomes,remember mum rushed dad luth back â€˜99. even forgot wear shoes haste. got nurses said â€™attend dad without hospital card. died right . â€™23 years healthcare industry â€™changed.,0.14285714285714,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2022-10-14 06:19:52+00:00,@OyedotunMercy Some are acting as if Luth hasnâ€™t done good things before. ðŸ™„,"8.6753Â° N, 9.0810Â° E, 200km","['act', 'luth', 'hasn', 'good', 'things']",1,Medical professionals and patient outcomes,@oyedotunmercy acting luth â€™done good things . ðŸ™„,0.35,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2022-10-13 18:18:01+00:00,Started because an ex BBN housemate has passed on today from a car accident. Not long ago a video surfaced in the Internet of luth officials making videos of him and laughing while he was struggling for life,"8.6753Â° N, 9.0810Â° E, 200km","['start', 'bbn', 'housemate', 'pass', 'today', 'car', 'accident', 'long', 'ago', 'video', 'surface', 'internet', 'luth', 'officials', 'make', 'videos', 'laugh', 'struggle', 'life']",9,High mortality rates due to inadequate healthcare services,started ex bbn housemate passed today car accident. long ago video surfaced internet luth officials making videos laughing struggling life,-0.05,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2022-10-13 17:31:26+00:00,"1) Back in 2004 my kid brother &amp; I was ran over by a car ðŸš— in ikotun, we got rushed to LUTH &amp; they kept us there for hours before coming to tell us that there was nothing they could do, that they should rush us to LASUTH ðŸ¤¦ðŸ¾â€â™‚ï¸. Iâ€™m shook years later they still operating. https://t.co/21XeqP2kLE","8.6753Â° N, 9.0810Â° E, 200km","['kid', 'brother', 'amp', 'run', 'car', 'ikotun', 'get', 'rush', 'luth', 'amp', 'keep', 'hours', 'come', 'tell', 'rush', 'lasuth', 'shake', 'years', 'later', 'operate']",1,Medical professionals and patient outcomes,"1) back 2004 kid brother &amp; ran car ðŸš— ikotun, got rushed luth &amp; kept us hours coming tell us nothing could , rush us lasuth ðŸ¤¦ðŸ¾â€â™‚ï¸. â€™shook years later still operating. https://.co/21xeqp2kle",0.0,Nuetral,lasuth,6.5896612,3.3421976
2022-10-13 16:24:05+00:00,@AkanjiOmoGOC @chimarokay The nurse wey treat me during my surgery say e no go ever forgive LUTH cos they killed her brother with this same negligence.,"8.6753Â° N, 9.0810Â° E, 200km","['nurse', 'wey', 'treat', 'surgery', 'forgive', 'luth', 'cos', 'kill', 'brother', 'negligence']",1,Medical professionals and patient outcomes,@akanjiomogoc @chimarokay nurse wey treat surgery say e go ever forgive luth cos killed brother negligence.,-0.2,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2022-05-25 08:04:21+00:00,"This time Last year I was met my dad in LUTH, he was lying helplessly and swollen from head to toes. He told me then that I should take him home that he preferred dieing at home that LUTH. The doctor didn't find any solution to the problem. I cried day and night beside that bed.","8.6753Â° N, 9.0810Â° E, 200km","['time', 'year', 'meet', 'dad', 'luth', 'lie', 'helplessly', 'swell', 'head', 'toe', 'tell', 'home', 'prefer', 'die', 'home', 'luth', 'doctor', 'solution', 'problem', 'cry', 'day', 'night', 'bed']",2,Hospital bed space and patient capacity,"time last year met dad luth, lying helplessly swollen head toes. told take home preferred dieing home luth. doctor 'find solution problem. cried day night beside bed.",0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2022-04-08 10:23:43+00:00,"Went to LUTH yesterday with a friend and the elevator was being operated manually, as in with up and down buttons. The door was opened manually like you would a sliding door. Asked if there was another/newer one and I was told it is not working. Used the stairs on my way down","8.6753Â° N, 9.0810Â° E, 200km","['go', 'luth', 'yesterday', 'friend', 'elevator', 'operate', 'manually', 'button', 'door', 'open', 'manually', 'like', 'slide', 'door', 'ask', 'newer', 'tell', 'work', 'stairs', 'way', 'dow']",9,High mortality rates due to inadequate healthcare services,"went luth yesterday friend elevator operated manually, buttons. door opened manually like would sliding door. asked another/newer one told working. used stairs way ",0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2022-03-09 07:10:11+00:00," ""a stray bullet from the police hit a guy next street he was Rush to luth since it's the nearest they requested for police report""","8.6753Â° N, 9.0810Â° E, 200km","['stray', 'bullet', 'police', 'hit', 'guy', 'street', 'rush', 'luth', 'nearest', 'request', 'police', 'report']",1,Medical professionals and patient outcomes," ""stray bullet police hit guy next street rush luth since 'nearest requested police report""",0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2022-03-09 07:10:11+00:00,"In all you do, do not take your love ones to LUTH. Last year I watched as a woman lost two of her triplets because of their ill mannered and carefree attitude not knowing my own In-law would die too cos of their unprofessional approach. May God strengthen the weak","8.6753Â° N, 9.0810Â° E, 200km","['love', 'ones', 'luth', 'year', 'watch', 'woman', 'lose', 'triplets', 'ill', 'mannered', 'carefree', 'attitude', 'know', 'law', 'die', 'cos', 'unprofessional', 'approach', 'god', 'strengthen', 'wea']",9,High mortality rates due to inadequate healthcare services,", take love ones luth. last year watched woman lost two triplets ill mannered carefree attitude knowing -law would die cos unprofessional approach. may god strengthen weak",-0.09375,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2022-03-09 07:10:11+00:00,"Was at LUTH and LAUTECH over the weekend, there were no available beds for Patients.","8.6753Â° N, 9.0810Â° E, 200km","['luth', 'lautech', 'weekend', 'available', 'bed', 'patients']",2,Hospital bed space and patient capacity,"luth lautech weekend, available beds patients.",0.4,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2022-01-17 13:19:04+00:00,@Billionaire1_ General hospital and Luth with it's lack of empathy and value for human life will make you consider giving up.  Pathetic!,"8.6753Â° N, 9.0810Â° E, 200km","['general', 'hospital', 'luth', 'lack', 'empathy', 'value', 'human', 'life', 'consider', 'give', 'pathetic']",9,High mortality rates due to inadequate healthcare services,@billionaire1_ general hospital luth 'lack empathy value human life make consider giving . pathetic!,-0.31666666666667,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2021-12-25 07:50:46+00:00,I had a tough yesterday. Spent the night in the car lot of LUTH because upto 2am to find a bed space for a bike rider that was in an accident.,"8.6753Â° N, 9.0810Â° E, 200km","['tough', 'yesterday', 'spend', 'night', 'car', 'lot', 'luth', 'upto', 'bed', 'space', 'bike', 'rider', 'accident']",2,Hospital bed space and patient capacity,tough yesterday. spent night car lot luth upto 2am find bed space bike rider accident.,-0.24444444444444,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2021-12-24 21:12:29+00:00,"If your person wey get accident come Luth, e sure me die say na inside ur car dem go set drip line and then abandon una.","8.6753Â° N, 9.0810Â° E, 200km","['person', 'wey', 'accident', 'come', 'luth', 'sure', 'die', 'inside', 'car', 'dem', 'set', 'drip', 'line', 'abandon', 'una']",2,Hospital bed space and patient capacity,"person wey get accident come luth, e sure die say na inside ur car dem go set drip line abandon una.",0.5,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2021-11-04 19:56:44+00:00,"2005, a medical staff at LUTH rejected my desised sister because he was in his word "" not on duty"" does it mean I should hate all medical staff....?","8.6753Â° N, 9.0810Â° E, 200km","['medical', 'staff', 'luth', 'reject', 'desised', 'sister', 'word', 'duty', 'mean', 'hate', 'medical', 'staff']",1,Medical professionals and patient outcomes,"2005, medical staff luth rejected desised sister word "" duty"" mean hate medical staff....?",-0.278125,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2021-08-15 09:41:36+00:00,"@Wizarab10 Hmmmmmm, when my wife was admitted at luth, DAT was when I realised money is not everything. I don't pray for even my enemy to be admitted in DAT hospital again. I still imagine some of the things I saw at d hospital then.","8.6753Â° N, 9.0810Â° E, 200km","['hmmmmmm', 'wife', 'admit', 'luth', 'dat', 'realise', 'money', 'pray', 'enemy', 'admit', 'dat', 'hospital', 'imagine', 'things', 'saw', 'hospital']",2,Hospital bed space and patient capacity,"@wizarab10 hmmmmmm, wife admitted luth, dat realised money everything. 'pray even enemy admitted dat hospital . still imagine things saw hospital .",0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2021-04-05 14:30:27+00:00,"â€˜Got to LUTH today on a near- emergency situation.Doctors are on strike! Patients are being turned back,those on admission being advised to seek alternatives b4 total shutdown! D President has traveled abroad for medical attention. Hmm omo Naija eku iroju o.ðŸ˜ž","8.6753Â° N, 9.0810Â° E, 200km","['get', 'luth', 'today', 'near', 'emergency', 'situation', 'doctor', 'strike', 'patients', 'turn', 'admission', 'advise', 'seek', 'alternatives', 'total', 'shutdown', 'president', 'travel', 'abroad', 'medical', 'attention', 'hmm', 'omo', 'naija', 'eku', 'iroju']",2,Hospital bed space and patient capacity,"â€˜got luth today near- emergency situation.doctors strike! patients turned back,admission advised seek alternatives b4 total shutdown! president traveled abroad medical attention. hmm omo naija eku iroju .ðŸ˜ž",0.041666666666667,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2021-04-04 14:26:07+00:00,Tinubu: Odumakin was at forefront of June 12 struggle â€” even at risk of his life https://t.co/dfDg9nOVu4,"8.6753Â° N, 9.0810Â° E, 200km","['tinubu', 'odumakin', 'forefront', 'june', 'struggle', 'risk', 'life']",9,High mortality rates due to inadequate healthcare services,tinubu: odumakin forefront june 12 struggle â€” even risk life https://.co/dfdg9novu4,0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2021-03-17 21:43:40+00:00,"@Debie_MD I disagree.  Not the ones in LUTH.  Those ones are killers. As a matter of fact, if you are looking for death at a cheaper rate go to LUTH, they'll fasttrack it.","8.6753Â° N, 9.0810Â° E, 200km","['disagree', 'ones', 'luth', 'ones', 'killers', 'matter', 'fact', 'look', 'death', 'cheaper', 'rate', 'luth', 'fasttrack']",9,High mortality rates due to inadequate healthcare services,"@debie_md disagree. ones luth. ones killers. matter fact, looking death cheaper rate go luth, 'fasttrack .",0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2021-01-18 11:33:39+00:00,"@mrmacroniii @Caluba3 @andikanbassey @Aliyu_abuturab @deedeeboy007 @feminist_co @kemzMama @Magnanimous__ The police stood there and watched while he was dieing!! ðŸ˜­ðŸ˜­, LUTH refused to take him in cos it was a gunshot wound ðŸ˜­!","8.6753Â° N, 9.0810Â° E, 200km","['police', 'stand', 'watch', 'die', 'luth', 'refuse', 'cos', 'gunshot', 'wind']",1,Medical professionals and patient outcomes,"@mrmacroniii @caluba3 @andikanbassey @aliyu_abuturab @deedeeboy007 @feminist_co @kemzmama @magnanimous__ police stood watched dieing!! ðŸ˜­ðŸ˜­, luth refused take cos gunshot wound ðŸ˜­!",0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-11-26 16:46:46+00:00,"@JA_Olaoye @Darey9ja What should we say about the CMD of this hospital?? I was at LUTH myself yesterday, that place is nothing but a pigsty, no standards, they got some roadside mechanics to come pick AC for repairs they were just unprofessional.","8.6753Â° N, 9.0810Â° E, 200km","['cmd', 'hospital', 'luth', 'yesterday', 'place', 'pigsty', 'standards', 'get', 'roadside', 'mechanics', 'come', 'pick', 'repair', 'unprofessional']",2,Hospital bed space and patient capacity,"@ja_olaoye @darey9ja say cmd hospital?? luth yesterday, place nothing pigsty, standards, got roadside mechanics come pick ac repairs unprofessional.",0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-11-09 15:02:43+00:00,@Kristiene5 @Neolyte @aproko_doctor Me reading this self and imaging it self is already affecting me.I lost a nephew to leukemia and I know how how much we tried to save his life .looking for platelet as he has a rare blood group and eventually he still died.don't even like going to the Luth peadiatric ward .,"8.6753Â° N, 9.0810Â° E, 200km","['read', 'self', 'image', 'self', 'affect', 'lose', 'nephew', 'leukemia', 'know', 'try', 'save', 'life', 'look', 'platelet', 'rare', 'blood', 'group', 'eventually', 'die', 'like', 'go', 'luth', 'peadiatric', 'ward']",9,High mortality rates due to inadequate healthcare services,@kristiene5 @neolyte @aproko_doctor reading self imaging self already affecting .lost nephew leukemia know much tried save life .looking platelet rare blood group eventually still died.'even like going luth peadiatric ward .,0.25,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-11-01 22:23:57+00:00,"@skin_herball It really helped and worked..Had skin complications last 2 years,after several self medications,suggestions,Herbal concoctions and going to hospital back and forth,a friend advised me I asked for a referral to LUTH DERMATOLOGIST HOSPITAL at Yaba...Iâ€™m 4rvr grateful my friend Did.","8.6753Â° N, 9.0810Â° E, 200km","['help', 'work', 'skin', 'complications', 'years', 'self', 'medications', 'suggestions', 'herbal', 'concoctions', 'go', 'hospital', 'forth', 'friend', 'advise', 'ask', 'referral', 'luth', 'dermatologist', 'hospital', 'yaba', 'rvr', 'grateful', 'friend']",0,Hospital facilities and services,"@skin_herball really helped worked..skin complications last 2 years,several self medications,suggestions,herbal concoctions going hospital back forth,friend advised asked referral luth dermatologist hospital yaba...â€™4rvr grateful friend .",0.066666666666667,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-10-21 02:32:41+00:00,@Irunnia_ @davido Yes my broder Na youth dey sabbi kill I swear d tin dey pain me Especially ðŸ˜¢ðŸ˜¢ðŸ˜¢ðŸ˜–ðŸ˜–ðŸ˜–ðŸ˜– People wey don die for mushin Wey luth no even accept themðŸ‘ŽðŸ™…ðŸš«ðŸš«ðŸš«ðŸš«ðŸš«,"8.6753Â° N, 9.0810Â° E, 200km","['yes', 'broder', 'youth', 'dey', 'sabbi', 'kill', 'swear', 'tin', 'dey', 'pain', 'especially', 'people', 'wey', 'die', 'mushin', 'wey', 'luth', 'accept']",1,Medical professionals and patient outcomes,@irunnia_ @davido yes broder na youth dey sabbi kill swear tin dey pain especially ðŸ˜¢ðŸ˜¢ðŸ˜¢ðŸ˜–ðŸ˜–ðŸ˜–ðŸ˜– people wey die mushin wey luth even accept ðŸ‘ŽðŸ™…ðŸš«ðŸš«ðŸš«ðŸš«ðŸš«,0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-10-21 00:28:20+00:00,@ADoseOfStella @kehindeeeeee Luth patients are on the floor. No bed according to one of the medics,"8.6753Â° N, 9.0810Â° E, 200km","['luth', 'patients', 'floor', 'bed', 'accord', 'medics']",2,Hospital bed space and patient capacity,@adoseofstella @kehindeeeeee luth patients floor. bed according one medics,0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-10-20 14:55:40+00:00,@dupsy_nene @anieasita @Turbogenns @WeLoveJsoul Even the pregnant once that gets to d hospital on time and ur so called state hospitals or federals tell u no bed space..i was mad when my frnds dad has to get treated in luth and we were told to pay vip emergency ward.,"8.6753Â° N, 9.0810Â° E, 200km","['pregnant', 'get', 'hospital', 'time', 'call', 'state', 'hospitals', 'federals', 'tell', 'bed', 'space', 'mad', 'frnds', 'dad', 'treat', 'luth', 'tell', 'pay', 'vip', 'emergency', 'ward']",2,Hospital bed space and patient capacity,@dupsy_nene @anieasita @turbogenns @welovejsoul even pregnant gets hospital time ur called state hospitals federals tell u bed space..mad frnds dad get treated luth told pay vip emergency ward.,0.33333333333333,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-10-14 15:39:42+00:00,I am thankful for life God.. LUTH tought me quite a big lesson today.. internal tears all trough.,"8.6753Â° N, 9.0810Â° E, 200km","['thankful', 'life', 'god', 'luth', 'tought', 'big', 'lesson', 'today', 'internal', 'tear', 'trough']",2,Hospital bed space and patient capacity,thankful life god.. luth tought quite big lesson today.. internal tears trough.,0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-10-12 13:25:10+00:00,@fkabudu @oluwapelumi_ii My friend was shot We at Randle hospital Now they are referring us to LUTH!!!,"8.6753Â° N, 9.0810Â° E, 200km","['friend', 'shoot', 'randle', 'hospital', 'refer', 'luth']",2,Hospital bed space and patient capacity,@fkabudu @oluwapelumi_ii friend shot randle hospital referring us luth!!!,0.0,Nuetral,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
2020-09-14 20:54:37+00:00,"This is not a country, the young promising apprentice died, an accident occurred and he was rushed to Luth, guess what, doctors are on strike, they did not attend to him and he died...","8.6753Â° N, 9.0810Â° E, 200km","['country', 'young', 'promise', 'apprentice', 'die', 'accident', 'occur', 'rush', 'luth', 'guess', 'doctor', 'strike', 'attend', 'die']",1,Medical professionals and patient outcomes,"country, young promising apprentice died, accident occurred rushed luth, guess , doctors strike, attend died...",0.15,Dissatisfied,🇳🇬 Lagos University Teaching Hospital,6.5188526,3.3557159
